,vid,did,pid,class_id,voc_id,type_id,drive_id,fuel_id,day_id,max_elevation,min_elevation,mean_elevation,delta_elevation,total_elevation_gained,total_elevation_lost,max_climbing_rate,average_climbing_rate,max_descending_rate,average_descending_rate,maximum_kinetic_power_density_demand,total_kinetic_power_density_demand,average_kinetic_power_density_demand,maximum_kinetic_power_density_regen,total_kinetic_power_density_regen,average_kinetic_power_density_regen,maximum_potential_power_density_demand,total_potential_power_density_demand,average_potential_power_density_demand,maximum_potential_power_density_regen,total_potential_power_density_regen,average_potential_power_density_regen,maximum_aerodynamic_power_density_demand,total_aerodynamic_power_density_demand,average_aerodynamic_power_density_demand,maximum_aerodynamic_power_density_regen,total_aerodynamic_power_density_regen,average_aerodynamic_power_density_regen,maximum_rolling_power_density_demand,total_rolling_power_density_demand,average_rolling_power_density_demand,maximum_rolling_power_density_regen,total_rolling_power_density_regen,average_rolling_power_density_regen,characteristic_acceleration_standard,characteristic_deceleration_standard,aerodynamic_speed_standard,kinetic_intensity_standard
10,236,25,17,7,10,5,0,1,274,1060.18108796656,785.640831859462,870.510462228847,-16.774580216687802,9863.839903092541,9863.839903092541,6.60309078031821,0.71956812832598,-2.14078298768072e-05,-0.7560344696081759,15.7118202802449,42658.3432591062,3.28014942399894,-22.495835517082895,-42658.3432591062,-3.0974690138764305,19.7370802212062,29483.677558509902,2.1508372890655,-17.6051937555397,-29533.8179013325,-2.25983762348554,7541.769194684291,23425668.3619103,883.454079118656,0.0,0.0,0.0,266.70791210247796,2458768.55111898,91.82389928367571,0.0,0.0,0.0,0.703258067584385,-0.703914175628341,44.8484608853427,1.8460929278441298
11,236,25,17,7,10,5,0,1,275,1062.19268099436,784.2231006677961,890.692589712172,-15.946771097207598,16843.1601851277,16843.1601851277,9.594943194378288,0.878071117981843,-1.38613494300444e-05,-0.903247091145194,17.7754232496103,70875.6290308154,3.72578610265549,-30.529998180831104,-70875.6290308151,-3.7651736629204797,28.679927301595303,50345.332937626394,2.62461333216695,-36.1698959133099,-50392.9989035936,-2.69986600072829,7539.18123111795,37185136.340506,991.5243138017239,0.0,0.0,0.0,266.65979460025903,3838101.99113729,101.41099667443399,0.0,0.0,0.0,0.7285051154521229,-0.728904689800867,45.225857129178294,1.88058477295066
12,236,25,17,7,10,5,0,1,276,1055.88807725286,767.9527741949879,861.678546107273,-44.66530400839171,6985.6886825754,6985.6886825754,6.2357130608545495,0.680004738885953,-3.1664276662013395e-05,-0.7021927673375699,16.7640290860377,37811.391489132,3.71391724674708,-31.6552199582507,-37811.3914891321,-3.74222006028623,18.6389636328123,20880.6909545044,2.03257967044723,-16.4262391539781,-21014.1985371877,-2.098901172312,7836.1130447337,23427894.4501102,1166.5535253752,0.0,0.0,0.0,270.108788278586,2009764.83953167,99.07640323054831,0.0,0.0,0.0,0.70416872723791,-0.706306031744093,49.6083040668265,1.5107823265179097
13,238,25,17,7,10,5,0,1,1,1230.95839510099,821.060702580824,927.9871685343429,-8.531949504856241,1346.6817079594,1346.6817079594,4.571025984479769,0.660138092136959,-0.0005594066312824,-0.7592233375149869,14.2408123394596,5113.52931005052,2.60894352553598,-22.484080503940802,-5113.52931005054,-2.7418387721450603,13.6631025606689,4025.3217450305297,1.9731969338385,-16.567813656384804,-4050.82431305861,-2.2693693630580403,3650.0808025054707,2422548.30360283,639.870127734502,0.0,0.0,0.0,209.38507052621898,344418.676222789,90.04409835889909,0.0,0.0,0.0,0.6363224200677261,-0.6387047556339821,38.534812396283996,2.26258367821498
14,238,25,17,7,10,5,0,1,2,1023.3660578740302,810.091291000374,923.707647950365,66.424104864109,3921.5975717041497,3921.5975717041497,8.12430717358734,1.1065455902099701,-0.000188023029409123,-1.2803631573696599,14.934097970035902,11965.1348363886,3.6357140189573403,-32.697779194746396,-11963.165726109099,-3.66518557785206,24.2840978204886,11721.9175751332,3.3075388191685198,-27.4315172039711,-11523.371480593301,-3.8270911592804104,5964.0953192139,6014940.63089245,927.802040859548,0.0,0.0,0.0,246.60253139531602,679357.429871102,103.63957740215099,0.0,0.0,0.0,0.756510331114043,-0.747014025263109,43.234145596048606,2.1369532648803897
15,238,25,17,7,10,5,0,1,3,1056.52231426294,799.369949194432,870.12323308979,-6.31790315003639,5386.91792736798,5386.91792736798,7.39701726362682,0.695086184176514,-5.61604724680365e-06,-0.702244248765363,18.8477864805326,25848.3964788188,3.2428047269876803,-26.4469567073683,-25848.3964788188,-3.4653970342966605,22.110179609375802,16101.8581774505,2.0776591196710403,-22.5590279768438,-16120.7428127601,-2.09905505374481,4566.71556240467,7857656.80861327,515.121070447966,0.0,0.0,0.0,225.631352340962,1254613.02694594,81.3099823036904,0.0,0.0,0.0,0.779773675088445,-0.7802579639969541,36.3623552103907,3.11385569371109
16,238,25,17,7,10,5,0,1,4,1023.2528791328099,808.3324279833,924.159925138859,0.48349314542247207,6386.01452089919,6386.01452089919,8.05939348438301,1.016395753764,-0.00023276971683117202,-1.1468266932028999,13.7395270131054,18690.8513733426,3.1444904733079797,-26.921370260903398,-18690.8513733427,-3.16418679081475,24.0900664594328,19088.2247550595,3.0380749252044303,-28.072942779755397,-19086.7795616924,-3.42794173162579,4774.65454451443,9987010.21377433,851.770593925316,0.0,0.0,0.0,228.912304896157,1199422.64236482,101.20855981476801,0.0,0.0,0.0,0.7090699889820992,-0.709031222228895,41.926827189533704,2.12980101729872
17,238,25,17,7,10,5,0,1,6,1076.73527769199,849.9187507554769,942.3388888898011,13.4821101496156,2551.35941073841,2551.35941073841,5.6643350474202006,0.8185304493867199,-0.000299421501154029,-0.854504141612386,18.2486392968692,11346.778956426699,3.6170796800850296,-20.7504859089225,-11346.778956426699,-3.84636574794127,16.9310765140403,7626.1840156688595,2.44664228927458,-23.600599999864396,-7585.88508620884,-2.55417006269658,2908.3350950577196,2607562.99535404,432.50339946160796,0.0,0.0,0.0,194.158737246771,494056.02858199,81.1657677972712,0.0,0.0,0.0,0.9046271107996858,-0.9020027531596421,33.3802569994156,4.28671064503718
18,238,25,17,7,10,5,0,1,7,1067.36052438973,840.697659139906,897.492582827547,2.68041951167629,2468.9900385701503,2468.9900385701503,6.83696081516337,0.8546175280616659,-0.00101942747437533,-0.9014289543342371,13.4036053725297,10232.6852214875,3.4663567823467005,-32.2570717052033,-10232.6852214875,-3.8281650660259903,20.436133405941103,7379.97645009956,2.5545089823812996,-24.5954388601477,-7371.96449680548,-2.6944314681306603,3895.2014081682,2761690.72062623,496.349877898316,0.0,0.0,0.0,214.02453990093002,473307.46080822,84.14354858812791,0.0,0.0,0.0,0.8696018985083149,-0.8690572694972349,35.097502861845,3.7273653660843395
19,238,25,17,7,10,5,0,1,8,1074.84290260445,849.9222490425329,943.6144204931699,13.821387294572,2759.7917751374202,2759.7917751374202,7.463529913804559,0.8570781910364659,-0.00014940777953143,-0.862698833755216,16.7713346561404,13155.141662915701,3.9839920238993503,-33.1067590445331,-13155.141662915701,-4.24222562493249,22.3089903717837,8249.202301151321,2.56186406868054,-24.569496950537,-8207.889249600641,-2.5786645459003,2811.63023750838,2914302.9369392996,460.39540867919504,0.0,0.0,0.0,191.907424024519,520350.864572042,81.2667288102517,0.0,0.0,0.0,0.9664405027878721,-0.9638860568993292,34.3858353804182,4.3156864662990095
20,238,25,17,7,10,5,0,1,9,1073.3282824969099,846.508914369066,945.343487201183,12.6345462127595,2781.6856172585804,2781.6856172585804,8.07937659072923,0.8783345807573679,-0.000167385879876747,-0.932654453029917,18.4736481477924,13172.0518636782,4.11112729827659,-23.662356553766,-13172.0518636782,-4.4925142781985805,24.149797301571102,8314.64446038739,2.6254008400339104,-25.851663638043103,-8276.87895625362,-2.7877665733424104,5234.381810351189,3232257.44825659,532.146435340235,0.0,0.0,0.0,236.163602583782,528190.82570841,86.0806430424397,0.0,0.0,0.0,0.9582940105869392,-0.955993574637244,35.94329759088,3.91648853076247
21,238,25,17,7,10,5,0,1,12,1070.91722635681,844.234774115435,945.2755972361169,7.364999695189001,2740.68830033083,2740.68830033083,7.222210632580639,0.83405000010068,-9.05208332824259e-05,-0.840246941480367,16.1809752898684,12415.785868361001,3.74533510357798,-23.761763788802,-12415.785868361001,-3.85105020730799,21.587670891119103,8192.10073654991,2.4930312649269397,-23.0054798934219,-8170.08625959521,-2.51155433741015,4438.23305288514,2987256.22364275,461.78021697986503,0.0,0.0,0.0,223.418331228867,527915.514590294,80.7333712479422,0.0,0.0,0.0,0.8985934553560121,-0.8972517731532541,34.5632360644184,3.97162630654936
22,238,25,17,7,10,5,0,1,13,1070.62368754107,845.396263831379,923.606075755397,6.12933974662053,2813.2909978293,2813.2909978293,5.787881004142151,0.762202925448198,-0.00022225172142498198,-0.776531578999359,13.422131140688698,10691.8412110686,2.97491408210033,-21.723752618453602,-10691.8412110686,-2.88034515384391,17.3003636463777,8409.11505794537,2.27827555078444,-22.543296822665702,-8390.79405126729,-2.3211048551223503,2267.3330181096103,2423008.45030174,335.132565740213,0.0,0.0,0.0,178.610002847154,530024.984415534,72.54653495969531,0.0,0.0,0.0,0.8092919787883539,-0.8081798407273281,31.0663096247605,4.42751280353282
23,238,25,17,7,10,5,0,1,17,1072.1821871433501,846.571406685567,899.842132222954,10.356260980304901,2349.91651299314,2349.91651299314,6.50652744171623,0.7302413029810859,-0.00011183242395418301,-0.782985358772702,17.9210074847482,11790.8059778537,3.81086166058621,-24.64928404993,-11790.8059778537,-3.78881940162394,19.4484459401062,7024.05771374953,2.1827401223584597,-19.8415467587436,-6993.10215663839,-2.3403956347517996,3337.31864497444,2444679.85239389,398.740801238606,0.0,0.0,0.0,203.15827779059398,479523.581017246,77.2677378371327,0.0,0.0,0.0,0.923763639992246,-0.921686650169408,32.806989920511896,4.5317090212235405
24,238,25,17,7,10,5,0,1,18,1074.6575110315302,847.961945870025,936.628692713467,13.022829243897,3174.32471505654,3174.32471505654,6.810846535304679,0.697194095114549,-0.000108552561300712,-0.728075054309684,16.5092079033216,12455.169189951599,2.7776916123888395,-20.075131146063498,-12455.169189951599,-2.82366111764942,20.3580760758758,9488.26899911396,2.08395980652624,-19.0280356686452,-9449.34289101625,-2.1762650601142903,2448.72518363133,2782381.98593584,316.036118348005,0.0,0.0,0.0,183.27731743047002,645212.1766187489,72.5365010251545,0.0,0.0,0.0,0.8147299954954108,-0.81278891233326,30.172929077853603,4.7251182813866395
25,238,25,17,7,10,5,0,1,19,1076.31714974853,848.6221509946761,937.3364677980119,5.64062451647567,2526.7406235254102,2526.7406235254102,8.214161726807559,0.739029138205734,-1.1616393749136499e-06,-0.7988276295972541,18.3643759465415,13094.14768128,3.9017126583075,-34.345008487494695,-13094.14768128,-4.0677687733084795,24.552679093130603,7552.596813199979,2.20900754992687,-25.816264038663302,-7535.73660904965,-2.38774924241117,4783.7750997413505,3032952.27011785,467.111084262721,0.0,0.0,0.0,229.14259593474497,516932.504928494,78.6209132971093,0.0,0.0,0.0,0.9365439519973441,-0.9354945673642759,35.194616726386705,3.9921753254852903
26,238,25,17,7,10,5,0,1,20,1068.98388945575,796.730622175882,883.135421373497,-6.72650480688537,8391.52700759522,8391.52700759522,8.41948391690346,0.6574370892819821,-2.02023340989399e-06,-0.6521902238411229,18.9015215488654,40540.2857087128,3.0607992230058803,-23.610329204101202,-40540.2857087127,-3.27043285807621,25.166400859488203,25082.835786689302,1.9651234555538502,-21.115698446804302,-25102.9417596951,-1.9494402236308999,6805.298235101079,13317452.2271388,525.115422386295,0.0,0.0,0.0,257.708810969822,2034355.53870506,79.3399453494427,0.0,0.0,0.0,0.7597711882498901,-0.7600891712865059,37.1755599642433,2.9026970071114504
27,238,25,17,7,10,5,0,1,21,1035.33136395968,811.533688603662,925.09642094066,15.459236442147999,13942.673643953702,13942.673643953702,10.3791415688552,0.992008085660172,-3.8243294966378e-05,-1.1267972821611298,14.6757287277864,41871.1986644242,3.1124060554838504,-29.6017927072647,-41871.1986644243,-3.2303038623996496,31.023948721461895,41675.5845654982,2.96517855321937,-31.8384326490048,-41629.3758732404,-3.36807248165375,4952.35729917379,20575525.1670824,788.304094367359,0.0,0.0,0.0,231.80490902806199,2513376.808486,95.1496047127012,0.0,0.0,0.0,0.747209783843745,-0.746618260637433,41.5725855494787,2.28277128539622
28,238,25,17,7,10,5,0,1,23,1072.07449169661,848.215523012984,942.165596611026,6.86187495053321,2739.9102118123396,2739.9102118123396,7.969174588477019,0.82205526907061,-2.81655185290219e-05,-0.8375875994060109,22.308269956477105,12019.0937903304,3.58244226239357,-23.4916991968921,-12019.0937903304,-3.7084522648350493,23.8203961421213,8189.77497789848,2.4571782111906604,-24.8237885775545,-8169.264374474649,-2.50360538598671,4278.47840767965,2981383.18401742,456.63703232002194,0.0,0.0,0.0,220.737337222925,532483.9409851179,80.7283112469857,0.0,0.0,0.0,0.87995767327164,-0.8787183698867191,34.3808028878887,3.9306436827592797
29,238,25,17,7,10,5,0,1,24,1039.2267149102001,784.9753720435181,896.0018365774159,-20.024997553403498,8416.312169462059,8416.312169462059,7.50082561531394,0.744740480440851,-1.13686837721616e-13,-0.604019271641406,14.9714447735223,31916.1804845252,2.6294431112642203,-22.214986148878,-31916.180484525,-2.41040559508534,22.4204697194236,25156.9202941325,2.2260791340706603,-19.113093712626,-25216.7763518923,-1.8054540239058,2937.4816663009,5013086.18369474,200.339135343274,0.0,0.0,0.0,194.77221461709098,1551153.16852328,61.1195542977767,0.0,0.0,0.0,0.85922187045802,-0.8604634059477779,26.1207484169961,6.6491788214617005
30,238,25,17,7,10,5,0,1,26,1073.78195832769,842.3631701601331,939.389576826544,10.0566400050838,2482.5700711140603,2482.5700711140603,6.992324688411941,0.720002920856747,-0.000147555959983947,-0.7669086324779729,12.0149329221213,9145.00729455975,2.79236863956023,-17.2382506653801,-9145.00729455974,-2.6920833955136096,20.900526420031397,7420.5680761491085,2.15213691303628,-16.6792584200217,-7390.508106183571,-2.29234122400235,1678.73757117544,2062449.90534833,311.783810332325,0.0,0.0,0.0,161.570595750271,493395.044131816,73.9500965425384,0.0,0.0,0.0,0.7780200242172609,-0.7760598283361321,29.7067188424861,4.6549532693944595
31,238,25,17,7,10,5,0,1,29,1130.14199395385,838.5276956700501,929.3442589835511,-69.29322306179479,2131.34677830726,2131.34677830726,7.344568310111071,0.8088571812257449,-0.000621524771531767,-0.8916693684639599,15.2552089599709,9619.376316583679,3.6983376841921096,-31.6467440316146,-9619.62667129974,-3.8447748486409803,21.9534061774333,6370.7381500868005,2.4177374383631096,-25.0289057828505,-6577.86023092099,-2.6652594128529103,5740.12042841167,3906897.56880676,773.796309924096,0.0,0.0,0.0,243.505787127304,489115.151478235,95.8485501623036,0.0,0.0,0.0,0.761476730391774,-0.77510118517022,41.06483003379571,2.38424290939112
32,238,25,17,7,10,5,0,1,30,1049.60033228349,814.2433927053661,916.6045942924479,-13.0195987770315,4973.37735344183,4973.37735344183,7.50870129618227,1.04416908533316,-0.000222285304744219,-1.0618392146973699,17.451259732734,16546.5987669876,3.41096655678986,-28.762654067754198,-16546.5987669876,-3.5908417463080697,22.4440106565795,14865.7577278501,3.1210912718559998,-18.4978895169141,-14904.6741798662,-3.1739084710106895,2901.17243664366,3697762.61209723,394.259794444742,0.0,0.0,0.0,193.98985292923598,779623.352128448,82.421329118136,0.0,0.0,0.0,0.9516245327023659,-0.953230564401381,31.643715184447498,5.017930226933331
33,238,25,17,7,10,5,0,1,31,1057.5025763092099,817.6647332046449,881.9262863153281,1.60636700043983,5008.766495308289,5008.766495308289,5.58641995588459,0.650320240886561,-3.65559844794916e-05,-0.670931278079577,15.097180409571099,15520.9877972311,2.1467479664219997,-17.2189050356778,-15520.987797231,-1.9560161055111598,16.698183091362502,14971.5382411304,1.94385071944046,-16.267984320676902,-14966.736702668,-2.00545848890098,9018.54799323662,10025206.594235001,666.968704293459,0.0,0.0,0.0,283.078800631932,1200567.22556147,79.16697827639081,0.0,0.0,0.0,0.587819834574948,-0.5876911579558061,41.986898655257896,1.7605589241917
34,238,25,17,7,10,5,0,1,32,1059.90507716246,876.6696935293539,907.367288742424,4.58446601440687,1539.4337746534698,1539.4337746534698,5.06698990585892,0.754994494680465,-0.000324127167459665,-0.829200058692092,11.670931332409598,4297.14696770456,2.23926366217017,-17.0182083123715,-4297.14696770455,-2.18018618351322,15.1455719115768,4601.47057134741,2.2567290688314903,-16.9967868174618,-4587.76729563789,-2.4785344654985897,8268.519436819079,6988817.03010419,1811.9826367913397,0.0,0.0,0.0,274.980009437119,463090.691042995,119.04645013958799,0.0,0.0,0.0,0.4568553431481311,-0.45590328372092104,56.4454815908689,0.757101777041975
35,238,25,17,7,10,5,0,1,33,1056.04041940101,876.436584383558,907.574372520619,4.85892671569991,998.635309907692,998.635309907692,4.3438491090564595,0.8047021030682451,-0.000661075634525332,-0.8581834051744319,16.2029069092949,3027.61846510308,2.71535288350052,-22.962134157806002,-3027.6184651030894,-2.3579583061550498,12.9840556773521,2984.9877699890303,2.4053084367357203,-17.1896041666127,-2970.46411287643,-2.56516762769985,10323.65846242,6835765.1029651,2877.0055147159496,0.0,0.0,0.0,296.109594238183,317876.27607008803,132.503658220128,0.0,0.0,0.0,0.440039586097653,-0.4385695649468621,67.3790494665852,0.511771279919215
36,238,25,17,7,10,5,0,1,34,1059.18062888137,816.5844022254581,919.7175211891879,4.81836322196375,1948.2542003635601,1948.2542003635601,6.1197557006393,0.9625761859503779,-0.000293117916044139,-1.0585162511664499,14.312274651784598,4776.507817147411,2.3822981631657902,-24.433657573844698,-4776.5078171474,-2.57493682865089,18.2923593232624,5823.4621820577795,2.8772046354040404,-17.8868958550932,-5809.0597719424595,-3.16397591064404,7674.94255252883,11459258.5793805,2989.6317712967602,0.0,0.0,0.0,268.249342727628,594146.487422977,153.923960472274,0.0,0.0,0.0,0.414902894188847,-0.414122979046387,63.8104585761333,0.538017813797457
37,238,25,17,7,10,5,0,1,35,1087.203391143,815.443020543266,944.7518396674781,23.3532503103535,4625.956408435871,4625.956408435871,8.31246533959131,0.89685079651723,-0.000156979545522518,-0.9529199085145951,18.5354597156317,16895.643824240502,3.34236277433047,-31.9046392423623,-16895.643824240502,-3.42502408762224,24.846515170219003,13827.2932738176,2.6807470480452795,-25.5908986913271,-13757.4888458404,-2.8483413759503997,10069.1111599747,15817182.3173495,1598.1794803829,0.0,0.0,0.0,293.638682315763,1106061.62141967,110.73904900076799,0.0,0.0,0.0,0.645632041102042,-0.6436015113271221,54.945897494048396,1.1291417208473702
38,238,25,17,7,10,5,0,1,36,1049.00190042894,771.3257403101401,893.1818880595889,-58.0526278672085,13502.8462309362,13502.8462309362,8.93971510690335,1.06564961178567,-4.0229841260952505e-05,-1.0413837243744002,18.9727166040668,47391.44262163,3.55258190566941,-27.677254996332003,-47391.4426216301,-3.83643184826602,26.721406700269103,40360.910994738,3.18529800289938,-22.095366197922502,-40534.4341843151,-3.1127656415539104,3645.8643207211403,10342393.3401554,405.982074196483,0.0,0.0,0.0,209.19581098993402,2121792.94992674,82.58253025830929,0.0,0.0,0.0,0.9984596035777008,-1.00109084218527,32.0788947998092,5.123014988054821
39,238,25,17,7,10,5,0,1,38,1136.33330269974,822.722251271947,961.2709265327521,9.15127110234005,7967.84632675255,7967.84632675255,7.9935914529683,0.8350289589973331,-7.854348950786521e-06,-0.8484749526279449,18.018060734619898,33931.717138043,3.5657542179532404,-29.227380865037304,-33931.7171380431,-3.60745451180556,23.8933797840623,23816.4258789394,2.49595743858095,-24.066021809493197,-23789.072117211497,-2.53614841334877,10536.1561706498,19939192.8028281,1064.67283227404,0.0,0.0,0.0,298.133644796112,1919807.34336885,101.459007682531,0.0,0.0,0.0,0.700991183666676,-0.70053276201251,46.8258139337547,1.6880130827662803
40,238,25,17,7,10,5,0,1,39,1071.06860483775,844.661072324649,917.0728914011861,7.2058322879075805,4195.3004722531705,4195.3004722531705,7.3970088845156905,0.8397318799545971,-0.000489238279556048,-0.934842553563671,15.3179026729945,16172.2687281275,3.3269427541920398,-30.0607660745188,-16172.2687281275,-3.50428358139274,22.1101545636519,12540.0338610723,2.5100147840416898,-21.379723650115302,-12518.4951461494,-2.7943069522655,8924.56558403712,11114599.3040423,1183.91556285069,0.0,0.0,0.0,282.080695977941,955794.291259837,100.86474158504,0.0,0.0,0.0,0.700654661614928,-0.6999296231143729,49.54787828136371,1.50691173265561
